Date,Value
1/1/2021,10.856762100223728
1/2/2021,10.035499338853569
1/3/2021,12.641657661185908
1/4/2021,10.023855381973462
1/5/2021,8.51727244
1/6/2021,10.210832963001078
1/7/2021,8.445285757137876
1/8/2021,12.74705975754075
1/9/2021,11.820849466917396
1/10/2021,8.469423462796136
1/11/2021,9.949244697605817
1/12/2021,13.223144787700493
1/13/2021,8.300922139
1/14/2021,12.762304467455623
1/15/2021,13.056902366169592
1/16/2021,9.588149514770095
1/17/2021,10.383268114600941
1/18/2021,13.302180220096844
1/19/2021,9.423934533374034
1/20/2021,8.700492773056368
1/21/2021,13.42909423971004
1/22/2021,13.47935586627051
1/23/2021,10.405901067338844
1/24/2021,9.525456522239237
1/25/2021,13.435433732614772
1/26/2021,13.392293624528161
1/27/2021,13.796177758122141
1/28/2021,14.907111686293575
1/29/2021,10.296442616097305
1/30/2021,13.978179034554795
1/31/2021,10.275310690559964
2/1/2021,14.018052373055264
2/2/2021,11.914261091722326
2/3/2021,15.159761097204528
2/4/2021,14.096288231217091
2/5/2021,15.319389028415394
2/6/2021,11.877519316686316
2/7/2021,12.261555791333024
2/8/2021,12.067551131222569
2/9/2021,11.20665697129882
2/10/2021,11.877848995702587
2/11/2021,12.022578662792007
2/12/2021,12.541552595826206
2/13/2021,15.992984583706107
2/14/2021,13.209785670027674
2/15/2021,15.17402526
2/16/2021,15.303820344040481
2/17/2021,11.765835592203672
2/18/2021,14.254156341735484
2/19/2021,14.821911116761333
2/20/2021,11.6831483
2/21/2021,11.945575839374957
2/22/2021,15.631777954124255
2/23/2021,12.34760799955949
2/24/2021,11.859371844425603
2/25/2021,15.58363145345077
2/26/2021,16.323480801867564
2/27/2021,17.02403191133287
2/28/2021,12.937351221825027
3/1/2021,13.927707716980663
3/2/2021,12.921409489083752
3/3/2021,13.566170032277544
3/4/2021,16.692782993162812
3/5/2021,15.349743414712897
3/6/2021,15.953758118927674
3/7/2021,14.296568232460192
3/8/2021,13.763311919093443
3/9/2021,11.78439789741774
3/10/2021,15.032830643547294
3/11/2021,15.264361716013159
3/12/2021,13.977196022312528
3/13/2021,15.834286165740975
3/14/2021,13.809083414121869
3/15/2021,13.035442428359643
3/16/2021,13.975737328584241
3/17/2021,17.596763073062835
3/18/2021,14.426677140053364
3/19/2021,12.167221331889973
3/20/2021,14.025349293254429
3/21/2021,13.611881009011087
3/22/2021,12.784332026061726
3/23/2021,12.30764196097254
3/24/2021,16.65024102197226
3/25/2021,12.687619436245367
3/26/2021,14.343688416132249
3/27/2021,16.57760548809184
3/28/2021,15.728281752750542
3/29/2021,12.702261657043154
3/30/2021,15.670071585457933
3/31/2021,14.095027168771303
4/1/2021,15.816169817127818
4/2/2021,15.600419876486807
4/3/2021,15.767940848603452
4/4/2021,14.069141800169241
4/5/2021,13.43695287894466
4/6/2021,15.333082230852465
4/7/2021,17.24923404685431
4/8/2021,12.87567879
4/9/2021,14.93521944631388
4/10/2021,16.205226508530526
4/11/2021,14.434172600507992
4/12/2021,15.96715872993237
4/13/2021,12.588074998913969
4/14/2021,13.956476737803012
4/15/2021,14.187437938396686
4/16/2021,14.181173756498612
4/17/2021,13.973676273252234
4/18/2021,16.92117765127503
4/19/2021,17.10188744972716
4/20/2021,13.102287979610251
4/21/2021,16.985016027793613
4/22/2021,13.562958812350907
4/23/2021,15.098081218262006
4/24/2021,16.22592013
4/25/2021,12.528916627611638
4/26/2021,16.686835385710733
4/27/2021,15.58897650363845
4/28/2021,15.472701366521271
4/29/2021,14.401961963007539
4/30/2021,16.231866071357217
5/1/2021,16.506253313023535
5/2/2021,15.221898738018083
5/3/2021,13.051707463360664
5/4/2021,14.526978045699796
5/5/2021,12.308246182470599
5/6/2021,11.684132829455965
5/7/2021,16.927102449947043
5/8/2021,16.855605448112012
5/9/2021,13.456111600201819
5/10/2021,16.81783213891361
5/11/2021,14.907054943399064
5/12/2021,12.251783662246982
5/13/2021,15.901610958099557
5/14/2021,16.59054978441901
5/15/2021,14.386940308151656
5/16/2021,12.847263241709243
5/17/2021,16.166626644184582
5/18/2021,15.65528403600483
5/19/2021,13.85223523742489
5/20/2021,14.150259194071086
5/21/2021,12.708896074409447
5/22/2021,14.962527882608457
5/23/2021,10.992174621078437
5/24/2021,14.381204422502762
5/25/2021,13.470782541068571
5/26/2021,14.277787163844005
5/27/2021,13.38222436709139
5/28/2021,13.020684570138407
5/29/2021,14.262955463439688
5/30/2021,14.046604383848369
5/31/2021,15.062514241292602
6/1/2021,14.278830379800212
6/2/2021,9.676007798015934
6/3/2021,11.323828401811864
6/4/2021,12.083269254848119
6/5/2021,13.75906901133132
6/6/2021,12.998832395010199
6/7/2021,12.808571225025698
6/8/2021,9.176913818406025
6/9/2021,11.491522675656897
6/10/2021,10.900291553977967
6/11/2021,11.769214054223262
6/12/2021,12.930269552046909
6/13/2021,14.24098699928998
6/14/2021,12.753658620727233
6/15/2021,10.26672733467868
6/16/2021,8.948276709918918
6/17/2021,13.289974803796673
6/18/2021,13.236711571068195
6/19/2021,12.292086527022306
6/20/2021,10.974136142759722
6/21/2021,13.170546819077149
6/22/2021,12.010105182408768
6/23/2021,11.211618628158806
6/24/2021,12.254757177179389
6/25/2021,12.196754687336952
6/26/2021,9.824287738895283
6/27/2021,11.804290423428647
6/28/2021,10.268792579703387
6/29/2021,11.008794639034505
6/30/2021,11.347838141517787
7/1/2021,9.184923015397711
7/2/2021,9.963335279478187
7/3/2021,10.824424813328031
7/4/2021,7.098356405681357
7/5/2021,12.387823007243856
7/6/2021,8.620236550888837
7/7/2021,11.464204438228295
7/8/2021,7.363130414652924
7/9/2021,10.062738847397247
7/10/2021,11.394847510825777
7/11/2021,7.354826614543043
7/12/2021,9.713422742810163
7/13/2021,7.5331656433796415
7/14/2021,9.564797062513906
7/15/2021,9.839340048021086
7/16/2021,10.041248365419808
7/17/2021,9.03974117
7/18/2021,8.047505602
7/19/2021,8.501651993586002
7/20/2021,10.437799759322616
7/21/2021,7.289927270679047
7/22/2021,7.970117011723556
7/23/2021,6.812230784332995
7/24/2021,10.905365317677244
7/25/2021,7.019162626
7/26/2021,9.843583495
7/27/2021,6.378658788904941
7/28/2021,10.814875657202355
7/29/2021,7.795431955294284
7/30/2021,5.762817758647316
7/31/2021,6.560657454129207
8/1/2021,9.266834946
8/2/2021,4.865371078828611
8/3/2021,8.202300083997796
8/4/2021,7.943932867252931
8/5/2021,8.6819009
8/6/2021,10.144031563661787
8/7/2021,9.133771674092827
8/8/2021,6.579066335459049
8/9/2021,5.359843364939126
8/10/2021,5.024212070544675
8/11/2021,7.028136199144771
8/12/2021,4.3201388667594856
8/13/2021,5.997860558764891
8/14/2021,7.352701989713058
8/15/2021,5.557377884667023
8/16/2021,4.827802069092881
8/17/2021,9.25327317
8/18/2021,6.8543656606308385
8/19/2021,9.048542236
8/20/2021,5.7070112023868145
8/21/2021,6.071662932249636
8/22/2021,8.122471314341604
8/23/2021,3.9519735144913986
8/24/2021,6.326925103356482
8/25/2021,3.8128852251998113
8/26/2021,8.894610793532784
8/27/2021,7.073268530051681
8/28/2021,4.602267366570491
8/29/2021,5.207409399
8/30/2021,3.4668273900854163
8/31/2021,8.342721333
9/1/2021,7.577075661355333
9/2/2021,3.1359990351246525
9/3/2021,2.765418434051025
9/4/2021,2.944151445
9/5/2021,5.544075891648844
9/6/2021,7.779130991153964
9/7/2021,5.780148391580553
9/8/2021,3.8042937389936924
9/9/2021,4.183583539479476
9/10/2021,4.576413836
9/11/2021,3.0438898817018862
9/12/2021,4.448236408844738
9/13/2021,8.213516923769898
9/14/2021,6.262093782696089
9/15/2021,3.4946780154552677
9/16/2021,3.414349505518201
9/17/2021,3.5324991683894913
9/18/2021,2.333164196141812
9/19/2021,5.511000151
9/20/2021,5.475936834212835
9/21/2021,7.838357478314103
