Date,P1,P2,P3,Data
2020-01-01,3.745401188473625,8.938644056541584,-1.747048659769689,36.05139037013964
2020-01-02,9.50714306409916,11.51232977041492,2.126213330985128,49.50426680072121
2020-01-03,7.319939418114051,6.065930303079908,3.167794665056361,28.233709447237473
2020-01-04,5.986584841970366,11.578453046030361,-3.1838603224339734,51.61635615545842
2020-01-05,1.5601864044243652,14.994137257706665,-1.2905899184223477,50.79473648529115
2020-01-06,1.5599452033620265,5.48212038860556,4.0194019674915005,13.652895972623632
2020-01-07,0.5808361216819946,14.771741842213173,3.0669351969473926,41.796077015392115
2020-01-08,8.661761457749352,9.069079607228705,4.848584027624758,36.35527539254754
2020-01-09,6.011150117432088,13.707534503372592,2.5424825968208076,48.52719521931222
2020-01-10,7.080725777960454,12.823854840582735,-1.0680479897207773,53.32321978539104
2020-01-11,0.20584494295802447,10.670162609866678,0.9063783399463778,30.43316390626359
2020-01-12,9.699098521619943,12.384492092513266,1.610142542473203,54.218999728953236
2020-01-13,8.324426408004218,13.78515561301348,-4.21544183682876,64.61862677314687
2020-01-14,2.1233911067827616,9.041403216510329,0.4449695910386513,29.79470779243587
2020-01-15,1.8182496720710062,8.270331615632387,2.0932082847260958,26.199623543641227
2020-01-16,1.8340450985343382,11.675933855635847,-3.326786959989396,44.37040295726108
2020-01-17,3.0424224295953772,13.078459419412585,2.8063171742555717,40.70397232035934
2020-01-18,5.247564316322379,12.622851347766158,0.8377278051411166,46.26146602868449
2020-01-19,4.319450186421157,12.978136488586344,4.522217856975946,40.12975719957554
2020-01-20,2.9122914019804194,9.35583314812933,-4.575777017931083,40.0096366027554
2020-01-21,6.118528947223795,13.178342161750216,-2.3467386244453303,54.53875987496413
2020-01-22,1.3949386065204183,6.202090553706085,1.0155387929982407,19.909964061993197
2020-01-23,2.9214464853521815,10.444890979608495,-2.0344008779406932,39.720862111427685
2020-01-24,3.663618432936917,5.057586604981216,2.144241640712422,18.999913652807138
2020-01-25,4.56069984217036,8.245858299002702,2.59005282521931,30.952906010288505
2020-01-26,7.851759613930136,8.66461534871398,-3.9748403593352553,48.02825431085578
2020-01-27,1.9967378215835974,8.961726916092553,0.1385446420676768,31.568800762437345
2020-01-28,5.142344384136116,11.954672066898622,0.08890555591055893,45.300459745168496
2020-01-29,5.924145688620425,8.885581012703458,-1.3071922978445896,40.23010181178325
2020-01-30,0.46450412719997725,9.486936226225307,4.329248625696721,23.005407601095502
2020-01-31,6.075448519014383,7.375441308743275,3.2750631987322123,28.518142289937746
2020-02-01,1.7052412368729153,8.7325179162934,1.9720938190963677,25.658270381237394
2020-02-02,0.6505159298527952,7.2726962726315145,2.143266357349976,20.245089809169006
2020-02-03,9.488855372533333,5.731959237684436,-0.3828385618688088,37.03148533452607
2020-02-04,9.656320330745594,11.03448593381378,4.209945210965758,45.922758266483115
2020-02-05,8.08397348116461,11.682127985550164,1.9459542725328536,48.274687662244496
2020-02-06,3.0461376917337066,11.194903460096146,2.2898106165581646,36.07315584010278
2020-02-07,0.9767211400638387,9.634940438005724,3.6169090378734516,24.480910127024455
2020-02-08,6.842330265121569,8.797857801792297,-2.25928410657809,43.13790330792209
2020-02-09,4.4015249373960135,13.633336495718252,3.0707090386670295,44.451160314740825
2020-02-10,1.2203823484477883,10.19081785136218,-3.04759397043508,36.78145758483747
2020-02-11,4.951769101112702,9.79181877629731,-1.5465804775511218,42.512306115222714
2020-02-12,0.34388521115218396,5.256420658064357,-1.6438954573015732,19.12159503253413
2020-02-13,9.093204020787821,8.412478276261563,4.785254683891406,36.70327341299643
2020-02-14,2.587799816000169,8.80195618785857,3.5653722374792682,25.864137325889377
2020-02-15,6.62522284353982,8.988227808969004,2.0116986159025974,36.98387544912078
